"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"ICON","5436","1998-01-02","2019-08-09","39","2009-05-05","2018-11-09"
"ICPT","1717","2012-10-11","2019-08-09","28","2013-03-18","2019-08-07"
"ICUI","5436","1998-01-02","2019-08-09","41","2009-07-20","2019-08-07"
"IDA","5439","1998-01-02","2019-08-14","42","2009-05-07","2019-08-01"
"IDCC","5436","1998-01-02","2019-08-09","42","2009-05-06","2019-08-01"
"IDE","2400","2010-02-02","2019-08-14","0","NULL","NULL"
"IDEX","3078","2007-05-23","2019-08-13","0","NULL","NULL"
"IDLB","946","2015-11-05","2019-08-09","0","NULL","NULL"
"IDN","4961","1999-11-19","2019-08-09","42","2009-05-07","2019-08-01"
"IDRA","5436","1998-01-02","2019-08-09","42","2009-05-06","2019-08-08"
"IDSA","5436","1998-01-02","2019-08-09","38","2009-05-15","2018-11-13"
"IDSY","5061","1999-06-30","2019-08-09","42","2009-05-07","2019-08-01"
"IDT","4590","2001-05-16","2019-08-14","36","2009-06-08","2018-12-04"
"IDTI","5347","1998-01-02","2019-06-28","39","2009-07-28","2019-01-28"
"IDXG","4680","2001-01-02","2019-08-09","22","2014-02-27","2019-08-13"
"IDXX","5436","1998-01-02","2019-08-09","41","2009-07-24","2019-08-01"
"IDYA","54","2019-05-23","2019-08-08","1","2019-08-12","2019-08-12"
"IEA","349","2018-03-26","2019-08-13","5","2019-02-14","2019-08-14"
"IEAWW","303","2018-03-28","2019-08-13","0","NULL","NULL"
"IEC","5436","1998-01-02","2019-08-09","39","2009-07-23","2019-08-07"
"IEF","4290","2002-07-26","2019-08-09","0","NULL","NULL"
"IEI","3167","2007-01-11","2019-08-09","0","NULL","NULL"
"IEP","5436","1998-01-02","2019-08-09","42","2009-05-06","2019-08-06"
"IESC","5419","1998-01-28","2019-08-09","40","2009-05-18","2019-02-05"
"IEUS","2925","2007-12-27","2019-08-09","0","NULL","NULL"
"IEX","5439","1998-01-02","2019-08-14","41","2009-07-20","2019-07-25"
"IF","4142","2001-11-14","2018-06-06","0","NULL","NULL"
"IFEU","2925","2007-12-27","2019-08-09","0","NULL","NULL"
"IFF","5439","1998-01-02","2019-08-14","41","2009-08-05","2019-08-05"
"IFFT","230","2018-09-13","2019-08-13","0","NULL","NULL"
"IFGL","2925","2007-12-27","2019-08-09","0","NULL","NULL"
"IFMK","635","2017-02-01","2019-08-09","8","2017-02-14","2018-11-14"
"IFN","5436","1998-01-02","2019-08-09","0","NULL","NULL"
"IFON","3543","2004-06-17","2018-08-03","0","NULL","NULL"
"IFRX","441","2017-11-07","2019-08-09","5","2018-08-09","2019-08-14"
"IFV","1272","2014-07-23","2019-08-09","0","NULL","NULL"
"IGA","3472","2005-10-27","2019-08-14","0","NULL","NULL"
"IGC","3100","2006-04-13","2018-08-06","39","2009-07-14","2018-10-16"
"IGD","3621","2005-03-29","2019-08-14","0","NULL","NULL"
"IGF","2935","2007-12-12","2019-08-09","0","NULL","NULL"
"IGI","2548","2009-07-01","2019-08-14","0","NULL","NULL"
"IGIB","3157","2007-01-11","2019-08-13","0","NULL","NULL"
"IGLD","5035","1999-08-06","2019-08-09","39","2009-05-20","2018-11-20"
"IGOV","2651","2009-01-29","2019-08-09","0","NULL","NULL"
"IGR","3895","2004-02-25","2019-08-14","0","NULL","NULL"
"IGSB","3157","2007-01-11","2019-08-13","0","NULL","NULL"
"IGT","5439","1998-01-02","2019-08-14","23","2014-01-23","2019-08-01"
"IHC","5439","1998-01-02","2019-08-14","38","2009-05-11","2018-11-06"
"IHD","2088","2011-04-28","2019-08-14","0","NULL","NULL"
"IHG","4115","2003-04-10","2019-08-14","9","2010-05-11","2013-02-19"
"IHIT","684","2016-11-23","2019-08-14","0","NULL","NULL"
"IHT","5435","1998-01-02","2019-08-09","35","2009-06-04","2018-12-14"
"IHTA","428","2017-11-30","2019-08-14","0","NULL","NULL"
"IID","2992","2007-09-26","2019-08-14","0","NULL","NULL"
"IIF","5439","1998-01-02","2019-08-14","0","NULL","NULL"
"III","3146","2007-02-12","2019-08-09","41","2009-05-07","2019-05-09"
"IIIN","5436","1998-01-02","2019-08-09","41","2009-07-16","2019-07-18"
"IIIV","288","2018-06-21","2019-08-13","3","2019-02-13","2019-08-08"
"IIJI","5026","1999-08-04","2019-07-26","40","2009-05-14","2019-02-06"
"IIM","5439","1998-01-02","2019-08-14","0","NULL","NULL"
"IIN","5436","1998-01-02","2019-08-09","39","2010-03-09","2019-08-06"
"IIPR","679","2016-12-01","2019-08-14","11","2017-03-22","2019-08-07"
"IIVI","5436","1998-01-02","2019-08-09","41","2009-08-04","2019-08-13"
"IJT","4788","2000-07-28","2019-08-09","0","NULL","NULL"
"IKNX","5436","1998-01-02","2019-08-09","38","2009-08-13","2018-11-01"
"ILG","2542","2008-08-12","2019-07-15","0","NULL","NULL"
"ILMN","4788","2000-07-28","2019-08-09","41","2009-07-21","2019-07-29"
"ILPT","396","2018-01-12","2019-08-09","6","2018-04-27","2019-07-30"
"IMAC","126","2019-02-13","2019-08-13","0","NULL","NULL"
"IMACW","70","2019-02-13","2019-08-13","0","NULL","NULL"
"IMAX","5439","1998-01-02","2019-08-14","42","2009-05-07","2019-07-30"
"IMDZ","1184","2014-07-24","2019-06-28","18","2014-11-12","2019-03-13"
"IMGN","5436","1998-01-02","2019-08-09","41","2009-08-06","2019-08-02"
"IMH","5436","1998-01-02","2019-08-09","30","2010-08-16","2018-11-07"
"IMI","1942","2011-11-18","2019-08-09","30","2012-02-07","2019-08-08"
"IMKTA","5436","1998-01-02","2019-08-09","38","2009-08-03","2018-12-07"
"IMMP","1841","2012-04-17","2019-08-09","0","NULL","NULL"
"IMMR","4966","1999-11-12","2019-08-09","41","2009-05-04","2019-08-01"
"IMMU","5436","1998-01-02","2019-08-09","43","2009-05-11","2019-08-07"
"IMMY","2876","2007-09-28","2019-03-04","0","NULL","NULL"
"IMNP","3308","2006-01-05","2019-02-27","20","2013-11-20","2018-08-14"
"IMO","5436","1998-01-02","2019-08-09","39","2009-07-29","2019-08-02"
"IMOS","4564","2001-06-19","2019-08-09","39","2009-05-14","2018-11-08"
"IMPV","1803","2011-11-09","2019-01-10","0","NULL","NULL"
"IMRN","545","2017-06-09","2019-08-09","0","NULL","NULL"
"IMRNW","330","2017-06-09","2019-08-09","0","NULL","NULL"
"IMTE","502","2017-08-11","2019-08-09","0","NULL","NULL"
"IMUC","3189","2006-12-07","2019-08-09","22","2012-08-15","2018-08-13"
"IMUX","1339","2014-04-17","2019-08-12","1","2019-08-08","2019-08-08"
"IMV","302","2018-06-01","2019-08-13","3","2019-03-22","2019-05-10"
"IMXI","600","2017-03-27","2019-08-13","3","2019-03-12","2019-08-08"
"INAP","4998","1999-09-29","2019-08-09","42","2009-05-07","2019-08-06"
"INB","3034","2007-07-27","2019-08-14","0","NULL","NULL"
"INBK","3680","2004-12-28","2019-08-09","25","2013-07-24","2019-07-24"
"INBKL","703","2016-10-12","2019-08-09","0","NULL","NULL"
"INCY","5436","1998-01-02","2019-08-09","42","2009-05-07","2019-07-30"
"INDB","5436","1998-01-02","2019-08-09","41","2009-07-23","2019-07-18"
"INDU","275","2017-08-21","2018-09-21","0","NULL","NULL"
"INDUU","171","2017-07-27","2018-09-21","0","NULL","NULL"
"INDUW","162","2017-08-21","2018-07-19","0","NULL","NULL"
"INDY","2445","2009-11-20","2019-08-09","0","NULL","NULL"
"INF","2003","2011-08-29","2019-08-14","0","NULL","NULL"
"INFI","4788","2000-07-28","2019-08-09","42","2009-05-04","2019-07-30"
"INFN","3066","2007-06-07","2019-08-09","41","2009-07-21","2019-08-07"
"INFO","1295","2014-06-19","2019-08-09","12","2016-09-27","2019-06-26"
"INFR","656","2016-12-30","2019-08-09","0","NULL","NULL"
"INFU","2925","2007-12-27","2019-08-09","32","2011-03-10","2018-11-13"
"INFY","5141","1999-03-11","2019-08-14","41","2009-07-10","2019-07-12"
"ING","5439","1998-01-02","2019-08-14","39","2009-05-13","2019-02-06"
"INGN","1381","2014-02-14","2019-08-09","23","2014-03-27","2019-08-07"
"INGR","5439","1998-01-02","2019-08-14","29","2012-07-31","2019-08-01"
"INMB","133","2019-02-04","2019-08-13","3","2019-05-15","2019-08-12"
"INN","2142","2011-02-09","2019-08-14","35","2011-04-01","2019-07-31"
"INNT","780","2016-07-08","2019-08-13","7","2016-08-15","2019-08-08"
"INO","5201","1998-12-08","2019-08-09","42","2009-05-14","2019-08-08"
"INOD","5436","1998-01-02","2019-08-09","39","2009-05-07","2018-11-08"
"INOV","1131","2015-02-12","2019-08-09","19","2015-03-25","2019-07-31"
"INPX","2032","2011-07-14","2019-08-09","17","2014-05-15","2018-11-05"
"INS","5436","1998-01-02","2019-08-09","38","2009-05-15","2018-11-08"
"INSE","657","2016-12-29","2019-08-09","11","2017-02-09","2019-08-12"
"INSG","4707","2000-11-21","2019-08-09","20","2014-11-06","2019-08-06"
"INSI","5439","1998-01-02","2019-08-14","0","NULL","NULL"
"INSM","4828","2000-06-01","2019-08-09","42","2009-05-13","2019-08-01"
"INSP","322","2018-05-03","2019-08-13","3","2019-02-26","2019-08-06"
"INST","943","2015-11-13","2019-08-14","15","2016-02-09","2019-07-29"
"INSU","47","2019-06-04","2019-08-08","0","NULL","NULL"
"INSUU","61","2019-03-20","2019-08-06","0","NULL","NULL"
"INSUW","13","2019-06-04","2019-08-08","0","NULL","NULL"
"INSW","679","2016-12-01","2019-08-14","12","2016-12-05","2019-08-08"
"INSY","4833","2000-04-14","2019-07-02","24","2013-08-13","2019-05-10"
"INT","5439","1998-01-02","2019-08-14","42","2009-05-07","2019-07-25"
"INTC","5436","1998-01-02","2019-08-09","41","2009-07-14","2019-07-25"
"INTG","5435","1998-01-02","2019-08-09","28","2011-11-14","2018-11-02"
"INTL","5436","1998-01-02","2019-08-09","34","2010-12-14","2019-02-06"
"INTT","5436","1998-01-02","2019-08-09","41","2009-08-05","2019-08-01"
"INTU","5436","1998-01-02","2019-08-09","42","2009-05-20","2019-08-22"
"INTX","3701","2004-04-30","2019-01-11","0","NULL","NULL"
"INUV","5289","1998-08-04","2019-08-09","42","2009-08-14","2019-08-14"
"INVA","4563","2001-06-14","2019-08-09","23","2014-02-06","2019-07-24"
"INVE","5436","1998-01-02","2019-08-09","39","2010-03-05","2019-08-08"
"INVH","638","2017-02-01","2019-08-14","10","2017-05-11","2019-07-30"
"INWK","3268","2006-08-16","2019-08-09","42","2009-05-07","2019-08-08"
"INXN","2150","2011-01-28","2019-08-14","35","2011-03-23","2019-08-07"
"IO","5439","1998-01-02","2019-08-14","42","2009-05-06","2019-07-31"
"IONS","5185","1998-12-30","2019-08-09","23","2014-02-28","2019-08-07"
"IOR","5436","1998-01-02","2019-08-09","20","2014-03-31","2018-11-13"
"IOSP","5346","1998-05-13","2019-08-09","42","2009-05-06","2019-08-06"
"IOTS","953","2015-10-27","2019-08-09","17","2015-11-12","2019-08-07"
"IOVA","2219","2010-10-15","2019-08-09","18","2015-05-11","2019-08-01"
"IP","5439","1998-01-02","2019-08-14","41","2009-07-30","2019-07-25"
"IPAR","5436","1998-01-02","2019-08-09","42","2009-05-11","2019-08-05"
"IPAS","3870","2003-09-29","2019-02-13","39","2009-05-05","2018-11-13"
"IPB","3911","2004-01-20","2019-08-09","0","NULL","NULL"
"IPCC","3877","2003-02-12","2018-07-18","0","NULL","NULL"
"IPCI","2410","2009-10-26","2019-05-23","34","2010-03-01","2018-10-15"
"IPDN","1616","2013-03-05","2019-08-02","23","2013-05-15","2018-11-20"
"IPG","5439","1998-01-02","2019-08-14","41","2009-07-28","2019-07-23"
"IPGP","3180","2006-12-13","2019-08-02","42","2009-05-05","2019-07-30"
"IPHI","2202","2010-11-12","2019-08-14","35","2011-02-02","2019-08-01"
"IPHS","3208","2006-11-02","2019-08-02","42","2009-05-04","2019-08-06"
"IPI","2849","2008-04-22","2019-08-14","43","2009-05-07","2019-08-06"
"IPIC","385","2018-02-01","2019-08-13","2","2019-02-26","2019-05-20"
"IPKW","1368","2014-02-27","2019-08-02","0","NULL","NULL"
"IPLDP","156","2018-12-31","2019-08-13","0","NULL","NULL"
"IPOA","471","2017-09-29","2019-08-14","0","NULL","NULL"
"IPWR","1432","2013-11-22","2019-08-02","22","2014-05-13","2019-08-14"
"IPXL","5130","1998-01-02","2019-07-15","0","NULL","NULL"
"IQ","346","2018-03-29","2019-08-13","3","2019-02-21","2019-08-19"
"IQI","5439","1998-01-02","2019-08-14","0","NULL","NULL"
"IQV","1578","2013-05-09","2019-08-14","23","2014-02-13","2019-07-24"
"IR","5439","1998-01-02","2019-08-14","41","2009-07-24","2019-07-30"
"IRBT","3455","2005-11-09","2019-08-02","41","2009-07-22","2019-07-23"
"IRCP","3962","2003-11-05","2019-08-02","17","2015-05-26","2019-02-22"
"IRDM","2863","2008-03-20","2019-08-02","38","2009-11-16","2019-07-23"
"IRDMB","1256","2014-05-16","2019-05-14","0","NULL","NULL"
"IRET","5439","1998-01-02","2019-08-14","40","2009-06-30","2019-08-07"
"IRIX","5431","1998-01-02","2019-08-02","42","2009-05-14","2019-08-06"
"IRL","5439","1998-01-02","2019-08-14","0","NULL","NULL"
"IRM","5439","1998-01-02","2019-08-14","41","2009-07-30","2019-08-01"
"IRMD","1272","2014-07-16","2019-08-02","21","2014-08-12","2019-07-30"
"IROQ","2031","2011-07-08","2019-08-02","26","2012-11-13","2019-01-30"
"IRR","3222","2006-10-25","2019-08-14","0","NULL","NULL"
"IRS","5439","1998-01-02","2019-08-14","30","2009-11-11","2018-11-08"
"IRT","1512","2013-08-13","2019-08-14","24","2013-11-01","2019-07-31"
"IRTC","700","2016-10-20","2019-08-02","12","2016-12-05","2019-07-31"
"IRWD","2391","2010-02-03","2019-08-02","38","2010-05-11","2019-07-30"
"ISBC","3475","2005-10-12","2019-08-02","41","2009-08-04","2019-07-24"
"ISCA","5431","1998-01-02","2019-08-02","41","2009-07-07","2019-07-03"
"ISD","1836","2012-04-27","2019-08-14","0","NULL","NULL"
"ISDR","3647","2005-02-14","2019-08-09","37","2009-10-28","2019-08-01"
"ISDS","211","2018-09-14","2019-08-13","0","NULL","NULL"
"ISDX","218","2018-09-14","2019-08-13","0","NULL","NULL"
"ISEE","1480","2013-09-25","2019-08-12","1","2019-05-08","2019-05-08"
"ISEM","225","2018-09-13","2019-08-13","0","NULL","NULL"
"ISF","3020","2007-06-13","2019-06-28","0","NULL","NULL"
"ISG","3496","2005-09-23","2019-08-14","0","NULL","NULL"
"ISHG","2647","2009-01-28","2019-08-02","0","NULL","NULL"
"ISIG","5431","1998-01-02","2019-08-02","38","2009-07-22","2018-11-13"
"ISL","4610","2000-01-03","2018-06-06","0","NULL","NULL"
"ISNS","5431","1998-01-02","2019-08-02","39","2009-05-06","2018-11-13"
"ISR","3459","2005-11-10","2019-08-09","40","2009-05-18","2019-05-09"
"ISRG","4812","2000-06-16","2019-08-02","41","2009-07-22","2019-07-18"
"ISRL","5431","1998-01-02","2019-08-02","36","2009-05-15","2018-11-09"
"ISSC","4778","2000-08-04","2019-08-02","39","2009-07-28","2019-02-06"
"ISTB","1703","2012-10-24","2019-08-02","0","NULL","NULL"
"ISTR","1282","2014-07-01","2019-08-02","21","2014-07-25","2019-07-25"
"IT","5439","1998-01-02","2019-08-14","42","2009-05-08","2019-07-30"
"ITCB","910","2016-01-04","2019-08-14","17","2014-02-20","2018-10-31"
"ITCI","1403","2014-01-07","2019-08-02","23","2014-03-25","2019-08-07"
"ITEQ","943","2015-11-03","2019-08-02","0","NULL","NULL"
"ITG","5325","1998-01-02","2019-06-28","39","2009-07-30","2019-02-26"
"ITGR","4747","2000-09-29","2019-08-14","13","2016-07-28","2019-08-01"
"ITI","5431","1998-01-02","2019-08-02","41","2009-05-28","2019-08-06"
"ITIC","5431","1998-01-02","2019-08-02","39","2009-05-04","2018-11-02"
"ITMR","105","2019-03-07","2019-08-05","0","NULL","NULL"
"ITP","2988","2007-10-01","2019-08-13","16","2014-02-25","2017-11-03"
"ITRI","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-08-05"
"ITRM","306","2018-05-25","2019-08-13","5","2019-02-13","2019-08-14"
"ITRN","3485","2005-09-28","2019-08-02","41","2009-05-18","2019-05-21"
"ITT","5439","1998-01-02","2019-08-14","41","2009-07-31","2019-08-02"
"ITUB","4399","2002-02-25","2019-08-14","36","2009-08-10","2019-07-29"
"ITUS","813","2015-07-10","2018-09-28","0","NULL","NULL"
"ITW","5439","1998-01-02","2019-08-14","41","2009-07-22","2019-07-26"
"IUS","225","2018-09-12","2019-08-13","0","NULL","NULL"
"IUSB","1295","2014-06-12","2019-08-02","0","NULL","NULL"
"IUSG","4783","2000-07-28","2019-08-02","0","NULL","NULL"
"IUSS","214","2018-09-13","2019-08-13","0","NULL","NULL"
"IUSV","4778","2000-08-04","2019-08-02","0","NULL","NULL"
"IVAC","5431","1998-01-02","2019-08-02","41","2009-07-27","2019-07-29"
"IVC","5440","1998-01-02","2019-08-15","41","2009-07-23","2019-08-05"
"IVENC","488","2017-08-18","2019-08-01","0","NULL","NULL"
"IVFGC","699","2016-10-18","2019-08-01","0","NULL","NULL"
"IVFVC","683","2016-10-18","2019-08-01","0","NULL","NULL"
"IVH","1566","2013-05-29","2019-08-15","0","NULL","NULL"
"IVR","2549","2009-07-01","2019-08-15","39","2009-11-05","2019-08-07"
"IVTY","827","2015-06-15","2018-09-24","0","NULL","NULL"
"IVZ","5440","1998-01-02","2019-08-15","41","2009-07-27","2019-07-25"
"IX","5263","1998-09-16","2019-08-15","32","2009-11-04","2019-05-07"
"IXUS","1703","2012-10-24","2019-08-02","0","NULL","NULL"
"IZEA","1994","2011-06-14","2019-08-02","22","2014-05-14","2019-08-13"
"JACK","5431","1998-01-02","2019-08-02","42","2009-05-13","2019-08-07"
"JAG","642","2017-01-27","2019-08-15","11","2017-03-23","2019-08-08"
"JAGX","1064","2015-05-13","2019-08-02","17","2015-06-26","2019-08-14"
"JAKK","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-08-09"
"JASN","1457","2013-10-18","2019-08-02","20","2014-11-06","2019-08-12"
"JASNW","1135","2014-09-24","2019-07-15","0","NULL","NULL"
"JASO","2884","2007-02-07","2019-06-28","0","NULL","NULL"
"JAX","977","2015-09-29","2019-08-15","15","2016-03-09","2019-08-09"
"JAZZ","3065","2007-06-01","2019-08-02","42","2009-05-07","2019-08-06"
"JBGS","524","2017-07-18","2019-08-15","6","2017-11-13","2019-02-26"
"JBHT","5431","1998-01-02","2019-08-02","41","2009-07-14","2019-07-15"
"JBK","3860","2004-04-05","2019-08-15","0","NULL","NULL"
"JBL","5440","1998-01-02","2019-08-15","41","2009-06-23","2019-06-18"
"JBLU","4358","2002-04-12","2019-08-02","41","2009-07-23","2019-07-23"
"JBN","3146","2007-02-16","2019-08-15","0","NULL","NULL"
"JBR","3101","2007-04-23","2019-08-15","0","NULL","NULL"
"JBSS","5431","1998-01-02","2019-08-02","40","2009-08-18","2019-05-01"
"JBT","2787","2008-07-22","2019-08-15","42","2009-05-04","2019-07-29"
"JCAP","1105","2015-03-27","2019-08-15","17","2015-08-11","2019-07-31"
"JCE","3119","2007-03-28","2019-08-15","0","NULL","NULL"
"JCI","5440","1998-01-02","2019-08-15","41","2009-07-30","2019-07-31"
"JCO","600","2017-03-29","2019-08-15","0","NULL","NULL"
"JCOM","5040","1999-07-23","2019-08-02","42","2009-05-05","2019-08-06"
"JCP","5440","1998-01-02","2019-08-15","42","2009-05-15","2019-08-15"
"JCS","5431","1998-01-02","2019-08-02","40","2009-05-12","2019-07-31"
"JCTCF","5431","1998-01-02","2019-08-02","39","2009-07-14","2019-01-14"
"JD","1309","2014-05-22","2019-08-02","21","2014-08-15","2019-08-13"
"JDD","3998","2003-09-29","2019-08-15","0","NULL","NULL"
"JE","2672","2009-01-05","2019-08-15","30","2012-05-17","2019-08-14"
"JEC","5440","1998-01-02","2019-08-15","41","2009-07-27","2019-08-05"
"JEF","5438","1998-01-02","2019-08-13","18","2014-02-28","2019-07-03"
"JELD","642","2017-01-27","2019-08-15","10","2017-05-12","2019-08-07"
"JEMD","474","2017-09-27","2019-08-15","0","NULL","NULL"
"JEQ","5440","1998-01-02","2019-08-15","0","NULL","NULL"
"JFIN","63","2019-05-10","2019-08-08","0","NULL","NULL"
"JFK","58","2019-05-16","2019-08-07","0","NULL","NULL"
"JFKKR","44","2019-05-16","2019-08-08","0","NULL","NULL"
"JFKKU","95","2019-03-28","2019-08-12","0","NULL","NULL"
"JFKKW","46","2019-05-16","2019-08-07","0","NULL","NULL"
"JFR","3875","2004-03-25","2019-08-15","0","NULL","NULL"
"JG","264","2018-07-26","2019-08-13","1","2019-02-28","2019-02-28"
"JGH","1189","2014-11-24","2019-08-15","0","NULL","NULL"
"JHA","674","2015-11-13","2018-07-19","0","NULL","NULL"
"JHAA","162","2018-12-19","2019-08-13","0","NULL","NULL"
"JHB","749","2016-08-24","2019-08-15","0","NULL","NULL"
"JHD","822","2016-05-11","2019-08-15","0","NULL","NULL"
"JHG","4815","2000-06-26","2019-08-15","9","2017-08-08","2019-07-31"
"JHI","5440","1998-01-02","2019-08-15","0","NULL","NULL"
"JHS","5440","1998-01-02","2019-08-15","0","NULL","NULL"
"JHX","4936","2000-01-03","2019-08-15","37","2009-11-23","2019-02-05"
"JHY","1020","2015-07-29","2019-08-15","0","NULL","NULL"
"JILL","614","2017-03-09","2019-08-15","10","2017-03-30","2019-05-30"
"JJSF","5431","1998-01-02","2019-08-02","41","2009-07-23","2019-07-29"
"JKHY","5431","1998-01-02","2019-08-02","42","2009-05-05","2019-08-20"
"JKI","3792","2004-07-13","2019-08-02","0","NULL","NULL"
"JKS","2330","2010-05-14","2019-08-15","36","2010-08-16","2019-06-28"
"JLL","5440","1998-01-02","2019-08-15","41","2009-08-04","2019-08-06"
"JLS","2445","2009-11-27","2019-08-15","0","NULL","NULL"
"JMBA","3279","2005-07-28","2018-08-06","0","NULL","NULL"
"JMEI","1322","2014-05-16","2019-08-15","6","2014-08-18","2015-11-20"
"JMF","2132","2011-02-25","2019-08-15","0","NULL","NULL"
"JMIA","84","2019-04-12","2019-08-12","2","2019-05-16","2019-08-21"
"JMLP","1357","2014-03-27","2019-08-15","0","NULL","NULL"
"JMM","5440","1998-01-02","2019-08-15","0","NULL","NULL"
"JMP","3088","2007-05-11","2019-08-15","42","2009-05-07","2019-07-24"
"JMPB","1640","2013-02-07","2019-08-15","0","NULL","NULL"
"JMPD","429","2017-11-30","2019-08-15","0","NULL","NULL"
"JMT","2386","2010-02-24","2019-08-15","0","NULL","NULL"
"JMU","1089","2015-04-08","2019-08-02","11","2016-06-28","2018-11-29"
"JNCE","633","2017-01-27","2019-08-02","11","2017-03-10","2019-08-07"
"JNJ","5440","1998-01-02","2019-08-15","41","2009-07-14","2019-07-16"
"JNP","4678","2000-01-03","2018-08-06","0","NULL","NULL"
"JNPR","5068","1999-06-25","2019-08-15","41","2009-07-23","2019-07-25"
"JOB","5436","1998-01-02","2019-08-09","35","2009-07-31","2019-08-14"
"JOBS","3737","2004-09-29","2019-08-02","41","2009-05-11","2019-05-09"
"JOE","5440","1998-01-02","2019-08-15","39","2009-05-05","2018-10-31"
"JOF","5440","1998-01-02","2019-08-15","0","NULL","NULL"
"JONE","1442","2013-07-24","2019-04-15","22","2013-11-06","2019-02-26"
"JOUT","5431","1998-01-02","2019-08-02","42","2009-05-07","2019-08-02"
"JP","1029","2015-07-16","2019-08-15","14","2015-08-26","2018-12-07"
"JPC","4124","2003-03-31","2019-08-15","0","NULL","NULL"
"JPI","1774","2012-07-27","2019-08-15","0","NULL","NULL"
"JPM","5440","1998-01-02","2019-08-15","41","2009-07-16","2019-07-16"
"JPS","4253","2002-09-24","2019-08-15","0","NULL","NULL"
"JPT","642","2017-01-27","2019-08-15","0","NULL","NULL"
"JQC","4063","2003-06-26","2019-08-15","0","NULL","NULL"
"JRI","1837","2012-04-27","2019-08-15","0","NULL","NULL"
"JRJC","3725","2004-10-15","2019-08-02","39","2009-05-26","2018-11-28"
"JRJR","632","2016-01-04","2018-07-06","0","NULL","NULL"
"JRO","3790","2004-07-28","2019-08-15","0","NULL","NULL"
"JRS","4465","2001-11-19","2019-08-15","0","NULL","NULL"
"JRSH","321","2018-05-04","2019-08-13","2","2019-06-28","2019-08-13"
